frame,Tronco LI,Tronco LI_FILT,Tronco LI_VEL,Tronco LI_ACC,Tronco LI_ERROR,Tronco LI_FLAG,Cadera LI,Cadera LI_FILT,Cadera LI_VEL,Cadera LI_ACC,Cadera LI_ERROR,Cadera LI_FLAG,Rodilla LI,Rodilla LI_FILT,Rodilla LI_VEL,Rodilla LI_ACC,Rodilla LI_ERROR,Rodilla LI_FLAG,Tobillo LI,Tobillo LI_FILT,Tobillo LI_VEL,Tobillo LI_ACC,Tobillo LI_ERROR,Tobillo LI_FLAG,Acromion I_x,Acromion I_x_FILT,Acromion I_x_VEL,Acromion I_x_ACC,Acromion I_x_ERROR,Acromion I_x_FLAG,Acromion I_y,Acromion I_y_FILT,Acromion I_y_VEL,Acromion I_y_ACC,Acromion I_y_ERROR,Acromion I_y_FLAG,Cadera I_x,Cadera I_x_FILT,Cadera I_x_VEL,Cadera I_x_ACC,Cadera I_x_ERROR,Cadera I_x_FLAG,Cadera I_y,Cadera I_y_FILT,Cadera I_y_VEL,Cadera I_y_ACC,Cadera I_y_ERROR,Cadera I_y_FLAG,Rodilla I_x,Rodilla I_x_FILT,Rodilla I_x_VEL,Rodilla I_x_ACC,Rodilla I_x_ERROR,Rodilla I_x_FLAG,Rodilla I_y,Rodilla I_y_FILT,Rodilla I_y_VEL,Rodilla I_y_ACC,Rodilla I_y_ERROR,Rodilla I_y_FLAG,Tobillo I_x,Tobillo I_x_FILT,Tobillo I_x_VEL,Tobillo I_x_ACC,Tobillo I_x_ERROR,Tobillo I_x_FLAG,Tobillo I_y,Tobillo I_y_FILT,Tobillo I_y_VEL,Tobillo I_y_ACC,Tobillo I_y_ERROR,Tobillo I_y_FLAG,Metatarso I_x,Metatarso I_x_FILT,Metatarso I_x_VEL,Metatarso I_x_ACC,Metatarso I_x_ERROR,Metatarso I_x_FLAG,Metatarso I_y,Metatarso I_y_FILT,Metatarso I_y_VEL,Metatarso I_y_ACC,Metatarso I_y_ERROR,Metatarso I_y_FLAG
457.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-4.8384176513156367e-29,-1.4738137080301202e-19,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1037.4765280312567,1037.4554334944085,-94.9629994815672,-30.480178532099124,0.0210945368482953,True,796.3324563255953,796.3364622708849,-1.1405189575782733,5.788319908151349,0.0040059452895775,True,,,,,,True,,,,,,True,971.5092190574804,971.5094113589898,-2.044291927759759,0.277862668807659,0.0001923015094007,True,970.7327784744537,970.7330301838751,1.1929536324944767,0.3637030829314972,0.0002517094214908,True
458.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-8.38038520031676e-29,-2.0285304164245682e-19,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1036.6795487570316,1036.6603962521997,-95.2053088657144,-27.67407366312782,0.0191525048319363,True,796.3230161263908,796.327080324008,-1.0919322472101922,5.872490580098814,0.00406419761714,True,,,,,,True,,,,,,True,971.4921356212652,971.4923523197332,-2.041829522378309,0.313114623244653,0.0002166984679661,True,970.7427550110132,970.742997089154,1.1959265058989768,0.3497865338874988,0.0002420781407863,True
459.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-1.4515252953946915e-28,-2.792032376207135e-19,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1035.880647672136,1035.8634371993194,-95.42423404261972,-24.867968794155463,0.0172104728167141,True,796.3139837390324,796.3181061889768,-1.0426441145759504,5.956661252048447,0.0041224499443615,True,,,,,,True,,,,,,True,971.4750739291212,971.4753150245476,-2.039073350709318,0.3483665776910079,0.0002410954264178,True,970.7527558383044,970.7529882851644,1.1987834080610131,0.3358699848417013,0.0002324468599681,True
460.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-2.5141155600950287e-28,-3.842902518719752e-19,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1035.0800196449625,1035.064751204162,-95.61977501228289,-22.061863925184905,0.0152684408005825,True,796.305365008705,796.3095457109772,-0.9926545596765424,6.040831924002372,0.0041807022721513,True,,,,,,True,,,,,,True,971.4580364291006,971.4583019214851,-2.036023412752765,0.383618532144425,0.0002654923845284,True,970.7627799898996,970.7630028054792,1.2015243389799746,0.321953435795058,0.0002228155796046,True
461.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-4.354575886184075e-28,-5.289300925851099e-19,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1034.2778595439056,1034.2645331351212,-95.7919317747038,-19.25575905621801,0.0133264087844509,True,796.297165780595,796.3014047351944,-0.9419635825118284,6.125002595962822,0.0042389545993728,True,,,,,,True,,,,,,True,971.4410255692555,971.4413154585988,-2.0326797085082,0.4188704866010029,0.0002898893432075,True,970.7728264993726,970.7730396836712,1.2041492986567626,0.3080368867489161,0.000213184298559,True
462.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-7.542346680285087e-28,-7.2800971037574e-19,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1033.4743622373585,1033.4629778605902,-95.94070432988389,-16.449654187254854,0.0113843767683192,True,796.289391899887,796.2936891068143,-0.8905711830810195,6.209173267930576,0.0042972069272764,True,,,,,,True,,,,,,True,971.4240437976392,971.4243580839408,-2.029042237975132,0.4541224410563611,0.0003142863015455,True,970.7828944002964,970.7830979533142,1.2066582870919602,0.2941203377043309,0.0002035530177408,True
463.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-1.3063727658552227e-27,-1.0020192221368325e-18,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1032.6697225937155,1032.6602802489629,-96.06609267782396,-13.643549318293855,0.0094423447526423,True,796.2820492117677,796.2864046710222,-0.8384773613829593,6.293343939903804,0.0043554592544978,True,,,,,,True,,,,,,True,971.4070935623032,971.4074322455634,-2.02511100115446,0.4893743955070256,0.0003386832602245,True,970.7929827262432,970.7931766479804,1.2090513042849569,0.2802037886620856,0.0001939217372637,True
464.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-2.2627040040855265e-27,-1.3791608325401584e-18,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1031.8641354813694,1031.856635168633,-96.16809681852376,-10.837444449333464,0.0075003127365107,True,796.2751435614216,796.2795572730035,-0.7856821174168229,6.37751461187832,0.0044137115819467,True,,,,,,True,,,,,,True,971.3901773113,971.3905403915188,-2.0208859980471723,0.5246263499513801,0.0003630802187899,True,970.8030905107864,970.803274801243,1.2113283502353425,0.2662872396228271,0.0001842904565592,True
465.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-3.9191182975656676e-27,-1.8982515091626097e-18,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1031.0577957687142,1031.0522374879938,-96.24671675198177,-8.03133958037409,0.0055582807203791,True,796.2686807940345,796.2731527579442,-0.7321854511829164,6.46168528384927,0.0044719639097365,True,,,,,,True,,,,,,True,971.3732974926824,971.37368496986,-2.0163672286535905,0.5598783043894628,0.0003874771776963,True,970.8132167874992,970.813391446675,1.2134894249438355,0.2523706905867948,0.0001746591758546,True
466.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-6.78811201225658e-27,-2.612718161341079e-18,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1030.250898324144,1030.2472820754394,-96.30195247819672,-5.2252347114187,0.0036162487044748,True,796.2626667547925,796.2671969710296,-0.6779873626822437,6.545855955813174,0.0045302162371854,True,,,,,,True,,,,,,True,971.3564565545028,971.3568684286388,-2.0115546929734744,0.5951302588218572,0.0004118741360343,True,970.8233605899546,970.8235256178494,1.215534528410924,0.2384541415535707,0.000165027894809,True
467.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-1.1757354892697007e-26,-3.5960965139168575e-18,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1029.4436380160523,1029.4419637993635,-96.3338039971696,-2.4191298424717,0.0016742166887979,True,796.2571072888807,796.2616957574452,-0.6230878519157622,6.630026627769132,0.0045884685645205,True,,,,,,True,,,,,,True,971.3396569448132,971.3400932159076,-2.0064483910059447,0.6303822132487593,0.0004362710943723,True,970.8335209517252,970.8336763483394,1.217463660635958,0.2245375925222037,0.0001553966142182,True
468.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-2.0364336036769742e-26,-4.949599626721928e-18,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1028.6362097128324,1028.6364775281595,-96.3422713089016,0.3869750264622278,0.0002678153271062,True,796.2520082414843,796.2566549623765,-0.5674869188836239,6.714197299718812,0.0046467208921967,True,,,,,,True,,,,,,True,971.3229011116662,971.3233617797192,-2.0010483227507945,0.6656341676701023,0.0004606680530514,True,970.843696906384,970.8438426717177,1.219276821619062,0.2106210434914025,0.0001457653336274,True
469.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-3.527206467809102e-26,-6.812535015461506e-18,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1027.8288082828783,1027.8310181302213,-96.3273544133924,3.193079895377909,0.0022098473430105,True,796.2473754577898,796.2520804310092,-0.5111845635857498,6.798367971665748,0.0047049732194182,True,,,,,,True,,,,,,True,971.3061915031142,971.3066765681256,-1.9953544882089531,0.7008861220865056,0.0004850650113894,True,970.8538874875044,970.854023621557,1.220974011361173,0.1967044944597684,0.0001361340525818,True
470.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-6.109300811030923e-26,-9.376642499439257e-18,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1027.0216285945835,1027.0257804739424,-96.2890533106413,5.999184764268882,0.0041518793589148,True,796.243214782982,796.2479780085289,-0.4541807860228608,6.882538643614375,0.004763225546867,True,,,,,,True,,,,,,True,971.2895305672096,971.2900400291796,-1.989366887381192,0.7361380764999375,0.0005094619700685,True,970.8640917286588,970.8642182314308,1.22255522986169,0.182787945426391,0.0001265027719909,True
471.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-1.0581619403427306e-25,-1.2905828404730492e-17,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1026.214865516342,1026.2209594277167,-96.22736800064789,8.805289633127105,0.006093911374819,True,796.2395320622466,796.244353540121,-0.3964755861951178,6.96670931556863,0.0048214778744295,True,,,,,,True,,,,,,True,971.2729207520048,971.2734546109334,-1.983085520267304,0.7713900309134347,0.0005338589286338,True,970.874308663421,970.874425534912,1.224020477119347,0.1688713963913458,0.0001168714910591,True
472.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-1.8327902433092769e-25,-1.7763327108185592e-17,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1025.4087139165474,1025.416749859938,-96.14229848341296,11.611394501943176,0.0080359433904959,True,796.2363331407694,796.241212870971,-0.3380689641011165,7.05087998753026,0.004879730201651,True,,,,,,True,,,,,,True,971.256364505552,971.2569227614392,-1.9765103868671008,0.8066419853302339,0.0005582558871992,True,970.8845373253632,970.8846445655736,1.2253697531344567,0.1549548473553021,0.0001072402103545,True
473.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-3.1744858210281917e-25,-2.444908526077096e-17,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1024.6033686635928,1024.6133466389997,-96.0338447589384,14.417499370706263,0.0099779754068549,True,796.2336238637356,796.2385618462647,-0.2789609197395627,7.135050659497886,0.0049379825290998,True,,,,,,True,,,,,,True,971.239864275904,971.2404469287494,-1.969641487180877,0.8418939397527885,0.0005826528454235,True,970.8947767480588,970.8948743569885,1.226603057907952,0.1410382983186335,9.76089296500504e-05,True
474.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-5.498370729927831e-25,-3.3651216020019613e-17,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1023.7990246258728,1023.8109446332952,-95.90200682722394,17.22360423940259,0.0119200074224181,True,796.231410076331,796.2364063111876,-0.2191514531104558,7.219221331467547,0.0049962348565486,True,,,,,,True,,,,,,True,971.2234225111124,971.2240295609164,-1.9624788212079205,0.8771458941818578,0.0006070498039889,True,970.9050259650808,970.9051139427296,1.227720391440094,0.1271217492812105,8.797764883183845e-05,True
475.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-9.523457463084576e-25,-4.631681847769184e-17,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1022.99587667178,1023.0097387112188,-95.74678468826812,20.02970910801237,0.0138620394387771,True,796.229697623741,796.2347521109252,-0.1586405642140324,7.303392003434224,0.0050544871842248,True,,,,,,True,,,,,,True,971.2070416592304,971.2076731059932,-1.95502238894682,0.9123978486161856,0.0006314467627817,True,970.9152840100016,970.91536235637,1.2287217537305497,0.1132052002431448,7.8346368354687e-05,True
476.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-1.6495112189783491e-24,-6.374945012775658e-17,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1022.1941196697092,1022.2099237411638,-95.5681783420716,22.835813976506568,0.0158040714546814,True,796.2284923511515,796.233605090663,-0.0974282530503124,7.387562675393395,0.0051127395114463,True,,,,,,True,,,,,,True,971.1907241683102,971.1913800120316,-1.9472721903976649,0.9476498030533356,0.000655843721347,True,970.925549916395,970.9256186314826,1.2296071447782913,0.0992886512054985,6.871508765016188e-05,True
477.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-2.857037238925373e-24,-8.774328263618506e-17,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1021.3939484880532,1021.411694591524,-95.36618778863468,25.64191884484389,0.017746103470813,True,796.2278001037475,796.2329710955865,-0.0355145196201604,7.47173334734212,0.0051709918390088,True,,,,,,True,,,,,,True,971.1744724864042,971.175152727084,-1.939228225561548,0.9829017574911484,0.0006802406797987,True,970.9358227178336,970.9358818016404,1.2303765645828606,0.0853721021698962,5.908380683194992e-05,True
478.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-4.948533656935048e-24,-1.2076774537580956e-16,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1020.5955579952064,1020.615246130693,-95.1408130279558,28.44802371296707,0.0196881354866036,True,796.227626726715,796.2328559708816,0.0271006360755021,7.555904019279302,0.0052292441665713,True,,,,,,True,,,,,,True,971.1582890615643,971.1589936992028,-1.93089049443879,1.0181537119285942,0.0007046376384778,True,970.9461014478904,970.9461509004165,1.2310300131452816,0.0714555531371759,4.945252601373795e-05,True
479.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-8.57111171677612e-24,-1.6622165524070122e-16,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1019.799143059562,1019.8207732270644,-94.89205406003484,31.254128580798827,0.0216301675023942,True,796.2279780652393,796.2332655617336,0.090417214036995,7.640074691205072,0.0052874964942475,True,,,,,,True,,,,,,True,971.1421763418437,971.1429053764408,-1.922258997029044,1.0534056663657094,0.0007290345971568,True,970.9563851401382,970.9564249613836,1.2315674904667957,0.0575390041064438,3.982124542289967e-05,True
480.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-1.4845600970805146e-23,-2.287829790876794e-16,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1019.0048985495138,1019.0284707490324,-94.61991088487352,34.06023344823693,0.0235721995186395,True,796.2288599645063,796.2342057133279,0.1544352142643947,7.724245363119777,0.0053457488215826,True,,,,,,True,,,,,,True,971.1261367752944,971.1268902068496,-1.9133337333322344,1.088657620803314,0.0007534315551538,True,970.9666728281504,970.966703018115,1.231988996547662,0.0436224550756443,3.0189964604687702e-05,True
481.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-2.5713335150328362e-23,-3.148902113407816e-16,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1018.2130193334552,1018.23853356499,-94.32438350247332,36.866338315146,0.0255142315347711,True,796.2302782697011,796.2356822708502,0.2191546367570308,7.808416035022889,0.0054040011491451,True,,,,,,True,,,,,,True,971.1101728099684,971.1109506384824,-1.9041147033490704,1.123909575242804,0.0007778285140602,True,970.9769635454998,970.9769841041835,1.2322945313867095,0.0297059060431381,2.055868378647574e-05,True
482.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-4.453680291241544e-23,-4.334048843511635e-16,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1017.4237002797804,1017.451156543331,-94.00547191283432,39.67244318134451,0.0274562635505617,True,796.2322388260095,796.2377010794861,0.2845754815153891,7.892586706911731,0.005462253476594,True,,,,,,True,,,,,,True,971.0942868939188,971.0950891193912,-1.8946019070796776,1.159161529685619,0.0008022254723982,True,970.9872563257592,970.987267253162,1.2324840949830878,0.0157893570087489,1.092740285457694e-05,True
483.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-7.714000545098511e-23,-5.965233529782945e-16,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1016.6371362568829,1016.6665345524492,-93.66317611595582,42.47854804658738,0.0293982955663523,True,796.234747478617,796.240267984421,0.3506977485407339,7.976757378780334,0.0055205058040428,True,,,,,,True,,,,,,True,971.0784814751972,971.0793080976284,-1.8847953445231105,1.194413484132349,0.000826622431191,True,970.9975502025017,970.9975514986238,1.2325576873370547,0.0018728079734942,1.296122150051815e-06,True
484.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-1.3361040873724637e-22,-8.210316191360863e-16,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1015.853522133156,1015.8848624607384,-93.29749611183875,45.28465291054411,0.0313403275823702,True,796.2378100727092,796.2433888308406,0.4175214378333892,8.060928050619228,0.0055787581313779,True,,,,,,True,,,,,,True,971.0627590018568,971.0636100212464,-1.8746950156791689,1.2296654385820711,0.0008510193896427,True,971.0078442093004,971.0078358741416,1.2325153084484777,-0.0120437410615238,8.335158781846985e-06,True
485.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-2.314200163529553e-22,-1.1300322152781174e-15,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1015.073052776994,1015.106335136592,-92.90843190048544,48.09075777277008,0.0332823595979334,True,796.2414324534714,796.2470694639303,0.4850465493928387,8.145098722416106,0.0056370104589404,True,,,,,,True,,,,,,True,971.0471219219496,971.0479973382976,-1.8643009205478096,1.264917393032284,0.0008754163479807,True,971.018137379728,971.0181194132888,1.2323569583178455,-0.0259602900962211,1.7966439258998435e-05,True
486.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-4.0083122621173914e-22,-1.5553206616510122e-15,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1014.29592305679,1014.331147448404,-92.49598348189704,50.896862632667016,0.0352243916139514,True,796.2456204660897,796.251315728876,0.5532730832180937,8.229269394156184,0.0056952627862756,True,,,,,,True,,,,,,True,971.0315726835282,971.0324724968348,-1.8536130591280804,1.3001693474795049,0.000899813306546,True,971.028428747358,971.028401149638,1.2320826369464202,-0.0398768391318569,2.75977200772104e-05,True
487.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-6.942600490588659e-22,-2.1406557173948404e-15,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1013.522327840938,1013.559494264568,-92.06015085607456,53.70296748942949,0.0371664236299693,True,796.250379955749,796.2561334708629,0.6222010393084423,8.313440065821029,0.0057535151138381,True,,,,,,True,,,,,,True,971.0161137346444,971.0170379449096,-1.842631431419931,1.3354213019206869,0.0009242102652251,True,971.0387173457628,971.0386801167622,1.2316923443339898,-0.0537933881701552,3.722900066804869e-05,True
488.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-1.2024936786352174e-21,-2.946259384707583e-15,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1012.752461997832,1012.7915704534776,-91.60093402302071,56.50907234197432,0.0391084556455325,True,796.2557167676355,796.2615285350768,0.6918304176642845,8.397610737385723,0.0058117674412869,True,,,,,,True,,,,,,True,971.0007475233514,971.001696130575,-1.8313560374252569,1.3706732563548747,0.0009486072236768,True,971.0490022085156,971.0489553482344,1.231186080479329,-0.0677099372118458,4.686028125888697e-05,True
489.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-2.0827801471765984e-21,-4.05500877203248e-15,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1011.9865203958648,1012.0275708835264,-91.11833298273976,59.31517718884691,0.0410504876616641,True,796.2616367469343,796.267506766703,0.7621612182862012,8.481781408815102,0.0058700197687358,True,,,,,,True,,,,,,True,970.9854764977008,970.9864495018832,-1.819786877145316,1.4059252107836533,0.0009730041823559,True,971.0592823691896,971.0592258776276,1.2305638453819323,-0.0816264862559122,5.649156207709893e-05,True
490.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-3.607481035905653e-21,-5.580955346239964e-15,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1011.2246979034308,1011.2676904231084,-90.61234773523708,62.12128202809523,0.0429925196776821,True,796.2681457388309,796.2740740109274,0.8331934411746053,8.56595208005989,0.0059282720965256,True,,,,,,True,,,,,,True,970.9703031057458,970.9713005068866,-1.8079239505790112,1.4411771652099734,0.0009974011408075,True,971.0695568613576,971.0694907385148,1.2298256390418574,-0.0955430353000144,6.612284278162406e-05,True
491.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-6.248340441529796e-21,-7.681045465468137e-15,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1010.4671893889234,1010.5121239406168,-90.08297828051997,64.92738685710029,0.044934551693359,True,796.2752495885113,796.2812361129352,0.9049270863298702,8.650122751052805,0.0059865244238608,True,,,,,,True,,,,,,True,970.955229795538,970.9562515936376,-1.7957672577257162,1.4764291196366963,0.0010217980996003,True,971.0798247185928,971.0797489644692,1.2289714614592129,-0.1094595843414861,7.575412359983602e-05,True
492.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-1.0822443107716959e-20,-1.0571243603373428e-14,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1009.7141897207364,1009.7610663044456,-89.53022461859817,67.73349167234966,0.0468765837092632,True,796.2829541411606,796.288998917912,0.9773621537513898,8.73429342170395,0.0060447767513096,True,,,,,,True,,,,,,True,970.9402590151306,970.9413052101884,-1.7833167985861342,1.51168107406588,0.0010461950578246,True,971.0900849744676,971.0899995890634,1.2280013126341949,-0.1233761333782828,8.538540419067431e-05,True
493.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-1.874502132458939e-20,-1.4548709543136862e-14,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1008.9658937672632,1009.014712382988,-88.95408674948538,70.53959646913415,0.0488186157248264,True,796.2912652419645,796.2973682710433,1.0504986434379189,8.818464091894107,0.0061030290787584,True,,,,,,True,,,,,,True,970.9253932125752,970.9264638045918,-1.7705725731598796,1.5469330284984908,0.0010705920166174,True,971.1003366625552,971.1002416458704,1.2269151925671469,-0.1372926824096588,9.50166847815126e-05,True
494.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-3.246732932315088e-20,-2.0022298482113973e-14,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1008.222496396898,1008.2732570446384,-88.35456467320091,73.3457012411413,0.0507606477403896,True,796.3001887361088,796.306350017515,1.12433655538877,8.90263476146444,0.0061612814062073,True,,,,,,True,,,,,,True,970.9106348359248,970.9117298248998,-1.7575345814458858,1.5821849829343515,0.0010949889749554,True,971.1105788164292,971.1104741684636,1.2257131012586653,-0.1512092314364013,0.0001046479655997,True
495.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-5.623506397376818e-20,-2.7554500608883284e-14,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1007.484192478034,1007.53689515779,-87.7316583897702,76.15180597991034,0.0527026797560665,True,796.3097304687788,796.3159500025124,1.1988758896036016,8.986805430201635,0.0062195337336561,True,,,,,,True,,,,,,True,970.8959863332316,970.897105719165,-1.744202823444185,1.6174369373727369,0.0011193859334071,True,971.120810469662,971.1206961904156,1.2243950387092566,-0.1651257804603722,0.0001142792464179,True
496.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-9.740198796945266e-20,-3.791909922072876e-14,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1006.751176879065,1006.8058215908364,-87.08536789922653,78.95791067410248,0.0546447117714024,True,796.31989628516,796.3261740712211,1.2741166460817843,9.070976097817814,0.0062777860611049,True,,,,,,True,,,,,,True,970.8814501525476,970.8825939354398,-1.7305772991559203,1.65268889181328,0.0011437828921998,True,971.1310306558267,971.1309067452996,1.2229610049184398,-0.1790423294835084,0.0001239105271224,True
497.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-1.6870519192130457e-19,-5.218041970389456e-14,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1006.0236444683848,1006.0802312121712,-86.41569320161435,81.76401530852606,0.0565867437863971,True,796.3306920304383,796.3370280688266,1.350058824822735,9.155146763924115,0.0063360383883264,True,,,,,,True,,,,,,True,970.867028741926,970.8681969217764,-1.7166580085815863,1.687940846256061,0.0011681798504241,True,971.1412384084964,971.1411048666882,1.221410999885124,-0.1929588785071557,0.000133541808168,True
498.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-2.92205963908358e-19,-7.180222350655175e-14,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1005.3017901143868,1005.3603188901884,-85.72263429699467,84.57011986283581,0.0585287758016193,True,796.3421235497985,796.3485178405144,1.4267024258257337,9.23931742799595,0.0063942907158889,True,,,,,,True,,,,,,True,970.852724549418,970.8539171262272,-1.702444951720128,1.7231928007006876,0.0011925768092169,True,971.1514327612437,971.1512895881548,1.2197450236093816,-0.2068754275324945,0.0001431730888725,True
499.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-5.061155757639139e-19,-9.8797286113216e-14,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1004.585808685465,1004.646279493281,-85.00619118545126,87.37622430979779,0.0604708078159319,True,796.3541966884269,796.3606492314702,1.5040474490891746,9.32348808932714,0.0064525430433377,True,,,,,,True,,,,,,True,970.8385400230774,970.839756996845,-1.6879381285707251,1.758444755145553,0.0012169737676686,True,971.161612747642,971.1614599432723,1.2179630760924711,-0.2207919765614902,0.0001528043696907,True
500.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-8.766178917250741e-19,-1.3593277694348028e-13,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1003.8758950500132,1003.9383078898428,-84.26636386709855,90.18232861297456,0.0624128398295624,True,796.3669172915091,796.3734280868796,1.582093894610599,9.40765874696893,0.0065107953704455,True,,,,,,True,,,,,,True,970.8244776109556,970.825718981682,-1.673137539133594,1.793696709588186,0.0012413707264613,True,971.1717774012642,971.1716149656138,1.2160651573351158,-0.234708525596882,0.0001624356503953,True
501.0,,,,,,True,,,,,,True,,,,,,True,,4.791698056481621,-1.5183467272917413e-18,-1.870121256960758e-13,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,True,1003.1722440764244,1003.2365989482672,-83.50315234209285,92.98843272363752,0.0643548718428519,True,796.3802912042299,796.3868602519279,1.6608417623864586,9.491829399648124,0.006569047698008,True,,,,,,True,,,,,,True,970.8105397611056,970.8118055287904,-1.6580431834089973,1.8289486640263275,0.0012657676847993,True,971.1819257556832,971.181753688752,1.2140512673366723,-0.2486250746406721,0.0001720669312135,True
