LINK_MODEL_BASED::ORIGINAL::Left Ankle Angles
File	Frame	X 	Y 	Z 
 - 	250	-0.719371	24.936049	1.083901
 - 	251	-0.765358	24.942238	1.107178
 - 	252	-0.820888	24.949665	1.138315
 - 	253	-0.883039	24.958099	1.176741
 - 	254	-0.949482	24.967209	1.223306
 - 	255	-1.018380	24.976536	1.279564
 - 	256	-1.088093	24.985298	1.346405
 - 	257	-1.157229	24.992672	1.422763
 - 	258	-1.224423	24.997684	1.505283
 - 	259	-1.287997	24.999067	1.588660
 - 	260	-1.346417	24.996136	1.666866
 - 	261	-1.398213	24.988749	1.734138
 - 	262	-1.442209	24.977976	1.786240
 - 	263	-1.477433	24.965456	1.820876
 - 	264	-1.503627	24.953566	1.837660
 - 	265	-1.521669	24.944305	1.838654
 - 	266	-1.533679	24.938848	1.827606
 - 	267	-1.542526	24.937767	1.809868
