LINK_MODEL_BASED::ORIGINAL::Left Knee Angles
File	Frame	X 	Y 	Z 
 - 	248	12.471357	2.786505	-8.967441
 - 	249	12.456783	2.797032	-9.019308
 - 	250	12.410048	2.805113	-9.065925
 - 	251	12.335997	2.810939	-9.102685
 - 	252	12.240959	2.814582	-9.132939
 - 	253	12.132346	2.816639	-9.162009
 - 	254	12.018003	2.818044	-9.190845
 - 	255	11.905487	2.819708	-9.216445
 - 	256	11.801014	2.822497	-9.236712
 - 	257	11.708714	2.826533	-9.253433
 - 	258	11.630120	2.831141	-9.269424
 - 	259	11.565179	2.836392	-9.291577
 - 	260	11.511607	2.841735	-9.324446
 - 	261	11.466786	2.847779	-9.373210
 - 	262	11.428492	2.855787	-9.440723
 - 	263	11.395043	2.867664	-9.525918
 - 	264	11.365124	2.884665	-9.623066
 - 	265	11.337469	2.906869	-9.723493
 - 	266	11.310965	2.932582	-9.818454
 - 	267	11.284842	2.958771	-9.901253
