LINK_MODEL_BASED::PROCESSED::Left Knee Angles_filtered
File	Frame	X 	Y 	Z 
 - 	286	62.613167	2.320899	-6.776791
 - 	287	56.260490	1.369456	-7.030270
 - 	288	49.471973	0.581646	-6.913532
 - 	289	42.402153	0.126021	-6.477924
 - 	290	35.294060	0.004889	-5.887945
 - 	291	28.509325	0.070467	-5.359793
 - 	292	22.521252	0.202436	-5.084311
 - 	293	17.847309	0.409678	-5.174576
 - 	294	14.914677	0.753204	-5.595583
 - 	295	13.902204	1.240821	-6.098960
 - 	296	14.669825	1.821480	-6.345151
 - 	297	16.872303	2.439184	-6.193324
 - 	298	20.181099	3.076476	-5.789566
 - 	299	24.377195	3.775430	-5.344993
 - 	300	29.204468	4.611442	-4.956135
 - 	301	34.178261	5.570061	-4.594618
 - 	302	38.610962	6.402418	-4.070863
 - 	303	41.862198	6.710402	-3.074237
 - 	304	43.592144	6.342216	-1.534111
 - 	305	43.835861	5.687017	0.020379
 - 	306	42.903610	5.400288	0.745612
 - 	307	41.215500	5.771278	0.322369
 - 	308	39.147179	6.457187	-0.637537
 - 	309	36.916656	6.882205	-1.221539
 - 	310	34.559189	6.801181	-1.166451
 - 	311	32.023430	6.410614	-1.003603
 - 	312	29.308826	6.021524	-1.353511
 - 	313	26.515020	5.768435	-2.288220
 - 	314	23.793026	5.600127	-3.344320
 - 	315	21.287407	5.406809	-3.957276
 - 	316	19.119884	5.105651	-3.839878
 - 	317	17.407398	4.658562	-3.065315
 - 	318	16.288925	4.063122	-1.936978
 - 	319	15.926316	3.346654	-0.867007
 - 	320	16.469891	2.567694	-0.301467
 - 	321	18.019285	1.816321	-0.571777
 - 	322	20.608175	1.200700	-1.719427
 - 	323	24.213524	0.810874	-3.457646
 - 	324	28.755510	0.697294	-5.307876
 - 	325	34.056519	0.907250	-6.846390
 - 	326	39.814823	1.497629	-7.896948
 - 	327	45.687317	2.415020	-8.464497
 - 	328	51.434784	3.376372	-8.512941
 - 	329	56.965500	4.014405	-7.964026
 - 	330	62.244881	4.218389	-6.956982
 - 	331	67.224213	4.239599	-5.929199
 - 	332	71.873589	4.386468	-5.274508
 - 	333	76.210617	4.694232	-4.959580
 - 	334	80.223618	4.959844	-4.602752
 - 	335	83.762398	5.029949	-3.940180
 - 	336	86.537880	4.970760	-3.113837
 - 	337	88.255615	4.957621	-2.477417
 - 	338	88.761856	5.049956	-2.231688
 - 	339	88.075363	5.116852	-2.324481
 - 	340	86.310600	4.972143	-2.625567
 - 	341	83.592484	4.543581	-3.078996
 - 	342	80.023003	3.916701	-3.682845
 - 	343	75.684601	3.254167	-4.422067
 - 	344	70.647888	2.676414	-5.279154
 - 	345	64.968300	2.193043	-6.245296
 - 	346	58.682858	1.740515	-7.236435
 - 	347	51.837708	1.284395	-8.021132
 - 	348	44.547009	0.863616	-8.326557
 - 	349	37.035515	0.533765	-8.072044
 - 	350	29.636787	0.314249	-7.482312
 - 	351	22.776112	0.220375	-6.941313
 - 	352	16.957458	0.305636	-6.748044
 - 	353	12.711469	0.619843	-6.987941
